occupancy,consumption_kwh,orientation,size_wdc,battery_kwh,pv_kwh,pv_over_cons,direct_kwh,exported_kwh,charged_kwh,discharged_kwh,self_consumption_fraction,effective_savings_fraction,savings_usd,savings_usd_if_100pct
base,1200,t90_s,400,0,336.5,0.280,246.7,89.8,0.0,0.0,0.7331,0.7331,86,118
base,1200,t90_s,400,1,336.5,0.280,246.7,3.0,86.8,78.1,0.9911,0.9653,114,118
base,1200,t90_s,400,2,336.5,0.280,246.7,0.0,89.8,80.8,1.0000,0.9733,115,118
base,1200,t90_s,800,0,673.0,0.561,332.4,340.7,0.0,0.0,0.4938,0.4938,116,236
base,1200,t90_s,800,1,673.0,0.561,332.4,139.7,200.9,180.8,0.7924,0.7625,180,236
base,1200,t90_s,800,2,673.0,0.561,332.4,43.0,297.6,267.7,0.9361,0.8916,210,236
base,1200,t90_s,1200,0,1009.5,0.841,376.9,632.7,0.0,0.0,0.3733,0.3733,132,353
base,1200,t90_s,1200,1,1009.5,0.841,376.9,362.9,269.8,242.8,0.6406,0.6138,217,353
base,1200,t90_s,1200,2,1009.5,0.841,376.9,208.7,424.0,381.4,0.7933,0.7511,265,353
base,1200,t90_s,1600,0,1346.0,1.122,406.1,940.0,0.0,0.0,0.3017,0.3017,142,471
base,1200,t90_s,1600,1,1346.0,1.122,406.1,627.5,312.4,281.2,0.5338,0.5106,241,471
base,1200,t90_s,1600,2,1346.0,1.122,406.1,427.2,512.8,461.4,0.6827,0.6444,304,471
base,1200,t35_s,400,0,518.1,0.432,340.7,177.4,0.0,0.0,0.6577,0.6577,119,181
base,1200,t35_s,400,1,518.1,0.432,340.7,6.6,170.7,153.7,0.9872,0.9543,173,181
base,1200,t35_s,400,2,518.1,0.432,340.7,0.0,177.4,159.6,1.0000,0.9658,175,181
base,1200,t35_s,800,0,1036.2,0.864,416.8,619.4,0.0,0.0,0.4023,0.4023,146,363
base,1200,t35_s,800,1,1036.2,0.864,416.8,316.4,303.0,272.7,0.6947,0.6654,241,363
base,1200,t35_s,800,2,1036.2,0.864,416.8,122.4,497.0,447.1,0.8819,0.8338,302,363
base,1200,t35_s,1200,0,1554.3,1.295,453.1,1101.2,0.0,0.0,0.2915,0.2915,159,544
base,1200,t35_s,1200,1,1554.3,1.295,453.1,766.3,334.9,301.4,0.5070,0.4854,264,544
base,1200,t35_s,1200,2,1554.3,1.295,453.1,516.3,584.9,526.3,0.6678,0.6301,343,544
base,1200,t35_s,1600,0,2072.4,1.727,474.2,1598.2,0.0,0.0,0.2288,0.2288,166,725
base,1200,t35_s,1600,1,2072.4,1.727,474.2,1244.9,353.3,318.0,0.3993,0.3823,277,725
base,1200,t35_s,1600,2,2072.4,1.727,474.2,977.8,620.4,558.2,0.5282,0.4982,361,725
base,1200,t60_s,400,0,466.5,0.389,310.5,156.0,0.0,0.0,0.6657,0.6657,109,163
base,1200,t60_s,400,1,466.5,0.389,310.5,7.8,148.2,133.4,0.9834,0.9516,155,163
base,1200,t60_s,400,2,466.5,0.389,310.5,0.0,156.0,140.4,1.0000,0.9666,158,163
base,1200,t60_s,800,0,933.0,0.777,386.1,546.9,0.0,0.0,0.4138,0.4138,135,327
base,1200,t60_s,800,1,933.0,0.777,386.1,260.5,286.5,257.8,0.7208,0.6901,225,327
base,1200,t60_s,800,2,933.0,0.777,386.1,95.2,451.7,406.3,0.8979,0.8493,277,327
base,1200,t60_s,1200,0,1399.5,1.166,422.7,976.7,0.0,0.0,0.3021,0.3021,148,490
base,1200,t60_s,1200,1,1399.5,1.166,422.7,652.6,324.1,291.7,0.5337,0.5105,250,490
base,1200,t60_s,1200,2,1399.5,1.166,422.7,410.8,565.9,509.2,0.7065,0.6659,326,490
base,1200,t60_s,1600,0,1866.0,1.555,445.5,1420.4,0.0,0.0,0.2388,0.2388,156,653
base,1200,t60_s,1600,1,1866.0,1.555,445.5,1077.9,342.5,308.2,0.4223,0.4040,264,653
base,1200,t60_s,1600,2,1866.0,1.555,445.5,811.3,609.1,548.0,0.5652,0.5325,348,653
base,1200,t90_sw,400,0,313.0,0.261,242.3,70.6,0.0,0.0,0.7743,0.7743,85,110
base,1200,t90_sw,400,1,313.0,0.261,242.3,0.3,70.3,63.3,0.9990,0.9766,107,110
base,1200,t90_sw,400,2,313.0,0.261,242.3,0.0,70.6,63.6,1.0000,0.9774,107,110
base,1200,t90_sw,800,0,625.9,0.522,341.2,284.7,0.0,0.0,0.5451,0.5451,119,219
base,1200,t90_sw,800,1,625.9,0.522,341.2,79.6,205.2,184.6,0.8729,0.8401,184,219
base,1200,t90_sw,800,2,625.9,0.522,341.2,8.3,276.4,248.8,0.9867,0.9425,206,219
base,1200,t90_sw,1200,0,938.9,0.782,394.5,544.3,0.0,0.0,0.4202,0.4202,138,329
base,1200,t90_sw,1200,1,938.9,0.782,394.5,265.3,279.1,251.2,0.7175,0.6877,226,329
base,1200,t90_sw,1200,2,938.9,0.782,394.5,108.7,435.6,391.9,0.8842,0.8376,275,329
base,1200,t90_sw,1600,0,1251.8,1.043,429.1,822.7,0.0,0.0,0.3428,0.3428,150,438
base,1200,t90_sw,1600,1,1251.8,1.043,429.1,505.3,317.4,285.6,0.5963,0.5710,250,438
base,1200,t90_sw,1600,2,1251.8,1.043,429.1,300.2,522.5,470.0,0.7602,0.7183,315,438
base,1200,t90_e,400,0,240.9,0.201,192.7,48.3,0.0,0.0,0.7997,0.7997,67,84
base,1200,t90_e,400,1,240.9,0.201,192.7,0.0,48.3,43.4,1.0000,0.9800,83,84
base,1200,t90_e,400,2,240.9,0.201,192.7,0.0,48.3,43.4,1.0000,0.9800,83,84
base,1200,t90_e,800,0,481.8,0.402,268.4,213.4,0.0,0.0,0.5570,0.5570,94,169
base,1200,t90_e,800,1,481.8,0.402,268.4,16.9,196.6,176.9,0.9650,0.9242,156,169
base,1200,t90_e,800,2,481.8,0.402,268.4,0.1,213.4,192.0,0.9998,0.9555,161,169
base,1200,t90_e,1200,0,722.8,0.602,321.4,401.4,0.0,0.0,0.4447,0.4447,112,253
base,1200,t90_e,1200,1,722.8,0.602,321.4,140.8,260.6,234.5,0.8052,0.7692,195,253
base,1200,t90_e,1200,2,722.8,0.602,321.4,16.1,385.2,346.7,0.9777,0.9244,234,253
base,1200,t90_e,1600,0,963.7,0.803,361.9,601.8,0.0,0.0,0.3755,0.3755,127,337
base,1200,t90_e,1600,1,963.7,0.803,361.9,313.0,288.8,259.9,0.6752,0.6452,218,337
base,1200,t90_e,1600,2,963.7,0.803,361.9,121.5,480.3,432.3,0.8739,0.8241,278,337
base,1200,t90_w,400,0,229.7,0.191,203.6,26.1,0.0,0.0,0.8863,0.8863,71,80
base,1200,t90_w,400,1,229.7,0.191,203.6,0.0,26.1,23.5,1.0000,0.9886,79,80
base,1200,t90_w,400,2,229.7,0.191,203.6,0.0,26.1,23.5,1.0000,0.9886,79,80
base,1200,t90_w,800,0,459.3,0.383,308.1,151.2,0.0,0.0,0.6708,0.6708,108,161
base,1200,t90_w,800,1,459.3,0.383,308.1,6.2,145.0,130.5,0.9865,0.9549,154,161
base,1200,t90_w,800,2,459.3,0.383,308.1,0.0,151.2,136.1,1.0000,0.9671,155,161
base,1200,t90_w,1200,0,689.0,0.574,369.8,319.2,0.0,0.0,0.5368,0.5368,129,241
base,1200,t90_w,1200,1,689.0,0.574,369.8,76.6,242.6,218.3,0.8889,0.8537,206,241
base,1200,t90_w,1200,2,689.0,0.574,369.8,8.6,310.5,279.5,0.9875,0.9424,227,241
base,1200,t90_w,1600,0,918.7,0.766,413.0,505.7,0.0,0.0,0.4495,0.4495,145,322
base,1200,t90_w,1600,1,918.7,0.766,413.0,218.1,287.6,258.8,0.7626,0.7313,235,322
base,1200,t90_w,1600,2,918.7,0.766,413.0,75.1,430.6,387.5,0.9183,0.8714,280,322
base,1700,t90_s,400,0,336.5,0.198,287.5,49.0,0.0,0.0,0.8544,0.8544,101,118
base,1700,t90_s,400,1,336.5,0.198,287.5,0.1,48.9,44.0,0.9996,0.9851,116,118
base,1700,t90_s,400,2,336.5,0.198,287.5,0.0,49.0,44.1,1.0000,0.9854,116,118
base,1700,t90_s,800,0,673.0,0.396,411.4,261.6,0.0,0.0,0.6112,0.6112,144,236
base,1700,t90_s,800,1,673.0,0.396,411.4,95.2,166.5,149.8,0.8586,0.8338,196,236
base,1700,t90_s,800,2,673.0,0.396,411.4,19.7,241.9,217.7,0.9707,0.9347,220,236
base,1700,t90_s,1200,0,1009.5,0.594,480.0,529.5,0.0,0.0,0.4755,0.4755,168,353
base,1700,t90_s,1200,1,1009.5,0.594,480.0,293.6,236.0,212.4,0.7092,0.6858,242,353
