occupancy,consumption_kwh,orientation,size_wdc,battery_kwh,pv_kwh,pv_over_cons,direct_kwh,exported_kwh,charged_kwh,discharged_kwh,self_consumption_fraction,effective_savings_fraction,savings_usd,savings_usd_if_100pct
away,4200,t90_e,400,2,240.9,0.057,235.7,0.0,5.2,4.7,1.0000,0.9978,82,82
away,4200,t90_e,800,0,481.8,0.115,430.9,51.0,0.0,0.0,0.8943,0.8943,147,164
away,4200,t90_e,800,1,481.8,0.115,430.9,0.2,50.8,45.7,0.9996,0.9891,162,164
away,4200,t90_e,800,2,481.8,0.115,430.9,0.0,51.0,45.9,1.0000,0.9894,162,164
away,4200,t90_e,1200,0,722.8,0.172,573.0,149.7,0.0,0.0,0.7928,0.7928,195,246
away,4200,t90_e,1200,1,722.8,0.172,573.0,7.5,142.2,128.0,0.9896,0.9699,238,246
away,4200,t90_e,1200,2,722.8,0.172,573.0,0.6,149.1,134.2,0.9991,0.9785,240,246
away,4200,t90_e,1600,0,963.7,0.229,666.0,297.7,0.0,0.0,0.6911,0.6911,226,328
away,4200,t90_e,1600,1,963.7,0.229,666.0,76.2,221.5,199.4,0.9210,0.8980,294,328
away,4200,t90_e,1600,2,963.7,0.229,666.0,6.2,291.5,262.4,0.9936,0.9634,316,328
away,4200,t90_w,400,0,229.7,0.055,214.1,15.6,0.0,0.0,0.9320,0.9320,73,78
away,4200,t90_w,400,1,229.7,0.055,214.1,0.0,15.6,14.0,1.0000,0.9932,78,78
away,4200,t90_w,400,2,229.7,0.055,214.1,0.0,15.6,14.0,1.0000,0.9932,78,78
away,4200,t90_w,800,0,459.3,0.109,354.0,105.4,0.0,0.0,0.7706,0.7706,120,156
away,4200,t90_w,800,1,459.3,0.109,354.0,0.9,104.4,94.0,0.9980,0.9752,152,156
away,4200,t90_w,800,2,459.3,0.109,354.0,0.0,105.4,94.8,1.0000,0.9771,153,156
away,4200,t90_w,1200,0,689.0,0.164,470.2,218.8,0.0,0.0,0.6824,0.6824,160,234
away,4200,t90_w,1200,1,689.0,0.164,470.2,41.3,177.5,159.8,0.9401,0.9143,214,234
away,4200,t90_w,1200,2,689.0,0.164,470.2,1.0,217.8,196.0,0.9985,0.9669,227,234
away,4200,t90_w,1600,0,918.7,0.219,564.8,353.9,0.0,0.0,0.6148,0.6148,192,312
away,4200,t90_w,1600,1,918.7,0.219,564.8,131.3,222.6,200.3,0.8570,0.8328,260,312
away,4200,t90_w,1600,2,918.7,0.219,564.8,19.6,334.3,300.9,0.9787,0.9423,294,312
away,7000,t90_s,400,0,336.5,0.048,297.4,39.2,0.0,0.0,0.8836,0.8836,101,114
away,7000,t90_s,400,1,336.5,0.048,297.4,0.4,38.8,34.9,0.9989,0.9873,113,114
away,7000,t90_s,400,2,336.5,0.048,297.4,0.0,39.2,35.2,1.0000,0.9884,113,114
away,7000,t90_s,800,0,673.0,0.096,477.8,195.2,0.0,0.0,0.7100,0.7100,162,229
away,7000,t90_s,800,1,673.0,0.096,477.8,63.6,131.6,118.4,0.9055,0.8860,203,229
away,7000,t90_s,800,2,673.0,0.096,477.8,12.1,183.1,164.8,0.9821,0.9549,219,229
away,7000,t90_s,1200,0,1009.5,0.144,621.0,388.6,0.0,0.0,0.6151,0.6151,211,343
away,7000,t90_s,1200,1,1009.5,0.144,621.0,194.8,193.7,174.4,0.8070,0.7878,270,343
away,7000,t90_s,1200,2,1009.5,0.144,621.0,95.5,293.1,263.8,0.9054,0.8764,301,343
away,7000,t90_s,1600,0,1346.0,0.192,736.2,609.8,0.0,0.0,0.5469,0.5469,250,458
away,7000,t90_s,1600,1,1346.0,0.192,736.2,366.8,243.1,218.8,0.7275,0.7095,325,458
away,7000,t90_s,1600,2,1346.0,0.192,736.2,222.1,387.7,349.0,0.8350,0.8062,369,458
away,7000,t35_s,400,0,518.1,0.074,422.2,95.9,0.0,0.0,0.8150,0.8150,144,176
away,7000,t35_s,400,1,518.1,0.074,422.2,0.2,95.6,86.1,0.9996,0.9811,173,176
away,7000,t35_s,400,2,518.1,0.074,422.2,0.0,95.9,86.3,1.0000,0.9815,173,176
away,7000,t35_s,800,0,1036.2,0.148,654.2,382.0,0.0,0.0,0.6314,0.6314,222,352
away,7000,t35_s,800,1,1036.2,0.148,654.2,168.6,213.4,192.0,0.8373,0.8167,288,352
away,7000,t35_s,800,2,1036.2,0.148,654.2,32.0,350.0,315.0,0.9691,0.9353,330,352
away,7000,t35_s,1200,0,1554.3,0.222,856.7,697.6,0.0,0.0,0.5512,0.5512,291,528
away,7000,t35_s,1200,1,1554.3,0.222,856.7,453.4,244.3,219.8,0.7083,0.6926,366,528
away,7000,t35_s,1200,2,1554.3,0.222,856.7,257.3,440.3,396.3,0.8345,0.8061,426,528
away,7000,t35_s,1600,0,2072.4,0.296,1014.2,1058.2,0.0,0.0,0.4894,0.4894,345,705
away,7000,t35_s,1600,1,2072.4,0.296,1014.2,773.7,284.5,256.0,0.6267,0.6129,432,705
away,7000,t35_s,1600,2,2072.4,0.296,1014.2,541.9,516.3,464.6,0.7385,0.7136,503,705
away,7000,t60_s,400,0,466.5,0.067,386.6,79.9,0.0,0.0,0.8287,0.8287,131,159
away,7000,t60_s,400,1,466.5,0.067,386.6,0.7,79.2,71.3,0.9985,0.9815,156,159
away,7000,t60_s,400,2,466.5,0.067,386.6,0.0,79.9,71.9,1.0000,0.9829,156,159
away,7000,t60_s,800,0,933.0,0.133,596.7,336.3,0.0,0.0,0.6395,0.6395,203,317
away,7000,t60_s,800,1,933.0,0.133,596.7,132.8,203.5,183.1,0.8576,0.8358,265,317
away,7000,t60_s,800,2,933.0,0.133,596.7,30.1,306.3,275.6,0.9678,0.9350,297,317
away,7000,t60_s,1200,0,1399.5,0.200,777.8,621.6,0.0,0.0,0.5558,0.5558,264,476
away,7000,t60_s,1200,1,1399.5,0.200,777.8,383.4,238.2,214.4,0.7260,0.7090,337,476
away,7000,t60_s,1200,2,1399.5,0.200,777.8,200.4,421.2,379.1,0.8568,0.8267,393,476
away,7000,t60_s,1600,0,1866.0,0.267,916.8,949.2,0.0,0.0,0.4913,0.4913,312,634
away,7000,t60_s,1600,1,1866.0,0.267,916.8,672.5,276.6,249.0,0.6396,0.6247,396,634
away,7000,t60_s,1600,2,1866.0,0.267,916.8,451.6,497.6,447.8,0.7580,0.7313,464,634
away,7000,t90_sw,400,0,313.0,0.045,279.3,33.6,0.0,0.0,0.8925,0.8925,95,106
away,7000,t90_sw,400,1,313.0,0.045,279.3,0.0,33.6,30.3,1.0000,0.9892,105,106
away,7000,t90_sw,400,2,313.0,0.045,279.3,0.0,33.6,30.3,1.0000,0.9892,105,106
away,7000,t90_sw,800,0,625.9,0.089,435.8,190.1,0.0,0.0,0.6963,0.6963,148,213
away,7000,t90_sw,800,1,625.9,0.089,435.8,37.8,152.2,137.0,0.9396,0.9152,195,213
away,7000,t90_sw,800,2,625.9,0.089,435.8,2.8,187.2,168.5,0.9955,0.9655,205,213
away,7000,t90_sw,1200,0,938.9,0.134,567.1,371.8,0.0,0.0,0.6040,0.6040,193,319
away,7000,t90_sw,1200,1,938.9,0.134,567.1,165.0,206.8,186.1,0.8243,0.8022,256,319
away,7000,t90_sw,1200,2,938.9,0.134,567.1,53.0,318.8,286.9,0.9436,0.9096,290,319
away,7000,t90_sw,1600,0,1251.8,0.179,675.4,576.4,0.0,0.0,0.5396,0.5396,230,426
away,7000,t90_sw,1600,1,1251.8,0.179,675.4,336.9,239.5,215.5,0.7309,0.7117,303,426
away,7000,t90_sw,1600,2,1251.8,0.179,675.4,168.8,407.5,366.8,0.8651,0.8326,354,426
away,7000,t90_e,400,0,240.9,0.034,236.4,4.5,0.0,0.0,0.9813,0.9813,80,82
away,7000,t90_e,400,1,240.9,0.034,236.4,0.0,4.5,4.1,1.0000,0.9981,82,82
away,7000,t90_e,400,2,240.9,0.034,236.4,0.0,4.5,4.1,1.0000,0.9981,82,82
away,7000,t90_e,800,0,481.8,0.069,435.2,46.7,0.0,0.0,0.9031,0.9031,148,164
away,7000,t90_e,800,1,481.8,0.069,435.2,0.1,46.6,42.0,0.9999,0.9902,162,164
away,7000,t90_e,800,2,481.8,0.069,435.2,0.0,46.7,42.0,1.0000,0.9903,162,164
away,7000,t90_e,1200,0,722.8,0.103,620.9,101.9,0.0,0.0,0.8591,0.8591,211,246
away,7000,t90_e,1200,1,722.8,0.103,620.9,2.3,99.6,89.6,0.9968,0.9830,242,246
away,7000,t90_e,1200,2,722.8,0.103,620.9,0.1,101.8,91.6,0.9999,0.9858,242,246
away,7000,t90_e,1600,0,963.7,0.138,783.7,180.0,0.0,0.0,0.8133,0.8133,266,328
away,7000,t90_e,1600,1,963.7,0.138,783.7,16.6,163.3,147.0,0.9827,0.9658,316,328
away,7000,t90_e,1600,2,963.7,0.138,783.7,1.6,178.4,160.5,0.9983,0.9798,321,328
away,7000,t90_w,400,0,229.7,0.033,215.5,14.2,0.0,0.0,0.9382,0.9382,73,78
away,7000,t90_w,400,1,229.7,0.033,215.5,0.0,14.2,12.8,1.0000,0.9938,78,78
away,7000,t90_w,400,2,229.7,0.033,215.5,0.0,14.2,12.8,1.0000,0.9938,78,78
away,7000,t90_w,800,0,459.3,0.066,357.1,102.2,0.0,0.0,0.7775,0.7775,121,156
away,7000,t90_w,800,1,459.3,0.066,357.1,0.8,101.4,91.2,0.9982,0.9761,152,156
away,7000,t90_w,800,2,459.3,0.066,357.1,0.0,102.2,92.0,1.0000,0.9777,153,156
away,7000,t90_w,1200,0,689.0,0.098,480.3,208.7,0.0,0.0,0.6971,0.6971,163,234
away,7000,t90_w,1200,1,689.0,0.098,480.3,39.1,169.6,152.7,0.9433,0.9186,215,234
away,7000,t90_w,1200,2,689.0,0.098,480.3,1.0,207.7,187.0,0.9986,0.9684,227,234
away,7000,t90_w,1600,0,918.7,0.131,591.6,327.1,0.0,0.0,0.6439,0.6439,201,312
away,7000,t90_w,1600,1,918.7,0.131,591.6,125.8,201.3,181.2,0.8630,0.8411,263,312
away,7000,t90_w,1600,2,918.7,0.131,591.6,17.5,309.6,278.6,0.9809,0.9472,296,312
